text,label
"Subject: Invoice #4521 for Your Records
Hi Priya, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://192.168.44.21/login.php. Failure to comply may result in legal action. Immediate action required.,1
"Subject: Your Payment Failed - Update Billing Info
Congratulations! You have been selected to receive a $199 gift card. To claim your prize, please confirm your personal details here: http://appleid-locked-support.com/unlock",1
"Hi Priya, please find attached invoice #1891 for last month's services. Let us know if you have any questions about the charges. Best regards, the HR team",0
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://amaz0n-delivery-issue.com/track, or your account access will be restricted.",1
"Subject: Reminder: Project Deadline Next Friday
Hello Anika, your order #4029 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Subject: Your Order Has Shipped
Hi David, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Subject: Confirm Your Bank Details Immediately
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $199 at http://192.168.44.21/login.php to receive your item.",1
"Hello Anika, your order #6570 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Hi Sam, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://claim-your-prize-now.info/redeem. Failure to act within 12 hours will result in account lock. Verify your identity.",1
"Hi Chris, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: You Have Won a Prize! Claim Now
Your cloud storage account is almost full. Upgrade now at http://192.168.44.21/login.php and enter your login credentials to avoid losing access to your files permanently.",1
"Subject: Final Notice: Your Package Could Not Be Delivered
Dear user, our records show your subscription has expired. Renew now at http://bit.ly/3xUrgentVerify using your card details to avoid losing access to all your saved files.",1
"Hi David, please find attached invoice #8450 for last month's services. Let us know if you have any questions about the charges. Best regards, the HR team",0
"Subject: Final Notice: Your Package Could Not Be Delivered
Congratulations! You have been selected to receive a $1000 gift card. To claim your prize, please confirm your personal details here: http://paypal-account-verify.support/confirm Verify your identity.",1
"Subject: Security Alert: Unusual Sign-in Activity Detected
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://appleid-locked-support.com/unlock. Failure to act within 12 hours will result in account lock. Failure to respond will result in.",1
"Subject: Congratulations! You've Been Selected
Congratulations! You have won a $49 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://claim-your-prize-now.info/redeem before the offer expires.",1
"Subject: Your Account Has Been Locked
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://amaz0n-delivery-issue.com/track Click here immediately.",1
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://bank-security-check.net/login",1
"Subject: Weekly Progress Report
Hi John, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://192.168.44.21/login.php",1
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $1000 at http://192.168.44.21/login.php to receive your item.,1
"Subject: Action Required: Verify Your Identity Now
IT Support: Your mailbox has exceeded its storage limit. Click http://bit.ly/3xUrgentVerify and log in with your current password to increase your quota immediately or your emails will be deleted.",1
"Hi Anika, congrats on finishing the certification! Let the Ops team know if you'd like to add it to your internal profile.",0
"Hi Maria, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Lisa",0
"Hello Sam, your order #2524 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Subject: Welcome to the Team!
Hi Maria, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Hey David, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Subject: Update Your Password to Avoid Suspension
Dear user, our records show your subscription has expired. Renew now at http://amaz0n-delivery-issue.com/track using your card details to avoid losing access to all your saved files.",1
"Subject: Update Your Password to Avoid Suspension
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://bit.ly/3xUrgentVerify. Failure to comply may result in legal action.",1
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://bit.ly/3xUrgentVerify, or your account access will be restricted.",1
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://paypal-account-verify.support/confirm. Failure to comply may result in legal action. Verify your identity.,1
"Subject: Team Meeting Rescheduled to 3 PM
Hi Maria, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"We could not verify your recent transaction of $49. To avoid having your card suspended, please log in and confirm your identity at http://bank-security-check.net/login within 24 hours.",1
"Hi Priya, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Subject: Confirm Your Bank Details Immediately
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://appleid-locked-support.com/unlock. Failure to comply may result in legal action. Limited time offer.",1
"Congratulations! You have won a $250 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://bit.ly/3xUrgentVerify before the offer expires. Final warning.",1
"We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://bank-security-check.net/login. Failure to act within 12 hours will result in account lock. Your account will be suspended.",1
"Subject: Invoice #4521 for Your Records
Hi John, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Subject: Update Your Password to Avoid Suspension
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $49 at http://secure-update-account.com/verify to receive your item.",1
"Hi Alex, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Congratulations! You have won a $250 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://appleid-locked-support.com/unlock before the offer expires.",1
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $49 at http://secure-update-account.com/verify to receive your item. Your account will be suspended.,1
"Hey Anika, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Subject: Confirm Your Bank Details Immediately
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $1000 at http://paypal-account-verify.support/confirm to receive your item. Act now.",1
"Hello Wei, your order #5937 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
Your recent payment of $500 could not be processed. Please update your billing information immediately by clicking here: http://bit.ly/3xUrgentVerify to avoid service interruption. Confirm your details.,1
"Subject: Monthly Newsletter - July Edition
Hi Anika, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Hi Maria, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
IT Support: Your mailbox has exceeded its storage limit. Click http://bank-security-check.net/login and log in with your current password to increase your quota immediately or your emails will be deleted. Limited time offer.,1
"Subject: Weekly Progress Report
Hi Maria, congrats on finishing the certification! Let Support Team know if you'd like to add it to your internal profile.",0
Your recent payment of $49 could not be processed. Please update your billing information immediately by clicking here: http://claim-your-prize-now.info/redeem to avoid service interruption. Final warning.,1
IT Support: Your mailbox has exceeded its storage limit. Click http://amaz0n-delivery-issue.com/track and log in with your current password to increase your quota immediately or your emails will be deleted. Click here immediately.,1
"Subject: Urgent: Your Account Will Be Suspended
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://secure-update-account.com/verify. Failure to act within 12 hours will result in account lock. Confirm your details.",1
"Hi Maria, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Security Alert: Unusual Sign-in Activity Detected
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://bit.ly/3xUrgentVerify. Failure to comply may result in legal action. Act now.",1
"Hi Fatima, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Your Flight Itinerary
Hi John, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Michael",0
"Congratulations! You have been selected to receive a $49 gift card. To claim your prize, please confirm your personal details here: http://claim-your-prize-now.info/redeem",1
Your cloud storage account is almost full. Upgrade now at http://paypal-account-verify.support/confirm and enter your login credentials to avoid losing access to your files permanently. Confirm your details.,1
"Subject: Invoice #4521 for Your Records
Hi Alex, congrats on finishing the certification! Let the HR team know if you'd like to add it to your internal profile.",0
"Hi John, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://amaz0n-delivery-issue.com/track",1
"Subject: Team Meeting Rescheduled to 3 PM
Hi Maria, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Subject: Notes from Yesterday's Call
Hi Sam, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Welcome aboard, Alex! We're excited to have you join the team. Your manager Support Team will reach out shortly to set up your onboarding schedule.",0
"Subject: Invoice #4521 for Your Records
Hi David, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Subject: Team Meeting Rescheduled to 3 PM
Hi Chris, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Hi Sam, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Subject: You Have Won a Prize! Claim Now
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://claim-your-prize-now.info/redeem",1
"Subject: Welcome to the Team!
Hi Anika, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Lisa",0
"Hi Wei, please find attached invoice #6004 for last month's services. Let us know if you have any questions about the charges. Best regards, Lisa",0
IT Support: Your mailbox has exceeded its storage limit. Click http://claim-your-prize-now.info/redeem and log in with your current password to increase your quota immediately or your emails will be deleted. Unusual activity detected.,1
"Hi Wei, please find attached invoice #6161 for last month's services. Let us know if you have any questions about the charges. Best regards, Michael",0
"Hi Anika, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Hi Alex, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Invoice #4521 for Your Records
Welcome aboard, Fatima! We're excited to have you join the team. Your manager Michael will reach out shortly to set up your onboarding schedule.",0
"We could not verify your recent transaction of $99. To avoid having your card suspended, please log in and confirm your identity at http://bit.ly/3xUrgentVerify within 24 hours.",1
"Subject: Welcome to the Team!
Hi Priya, congrats on finishing the certification! Let Lisa know if you'd like to add it to your internal profile.",0
"Hi Fatima, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Michael",0
"Hi John, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Welcome to the Team!
Hi Anika, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Hi Alex, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://bit.ly/3xUrgentVerify, or your account access will be restricted. Confirm your details.",1
"Subject: Action Required: Verify Your Identity Now
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://bit.ly/3xUrgentVerify Your account will be suspended.",1
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://secure-update-account.com/verify, or your account access will be restricted. Act now.",1
"Subject: Monthly Newsletter - July Edition
Hi Alex, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Subject: Congratulations! You've Been Selected
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://amaz0n-delivery-issue.com/track. Failure to comply may result in legal action. Click here immediately.",1
"Subject: Your Account Has Been Locked
Dear user, our records show your subscription has expired. Renew now at http://192.168.44.21/login.php using your card details to avoid losing access to all your saved files. Final warning.",1
"Subject: Lunch Plans This Week?
Hi Chris, please find attached invoice #7408 for last month's services. Let us know if you have any questions about the charges. Best regards, Michael",0
"Subject: Your Payment Failed - Update Billing Info
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://claim-your-prize-now.info/redeem. Failure to comply may result in legal action.",1
"Dear user, our records show your subscription has expired. Renew now at http://bit.ly/3xUrgentVerify using your card details to avoid losing access to all your saved files.",1
"Subject: Your Account Has Been Locked
IT Support: Your mailbox has exceeded its storage limit. Click http://claim-your-prize-now.info/redeem and log in with your current password to increase your quota immediately or your emails will be deleted.",1
"Dear user, our records show your subscription has expired. Renew now at http://paypal-account-verify.support/confirm using your card details to avoid losing access to all your saved files. Immediate action required.",1
Your recent payment of $99 could not be processed. Please update your billing information immediately by clicking here: http://claim-your-prize-now.info/redeem to avoid service interruption. Your account will be suspended.,1
"Congratulations! You have been selected to receive a $199 gift card. To claim your prize, please confirm your personal details here: http://paypal-account-verify.support/confirm",1
"Subject: Action Required: Verify Your Identity Now
Dear user, our records show your subscription has expired. Renew now at http://amaz0n-delivery-issue.com/track using your card details to avoid losing access to all your saved files.",1
"Hi Chris, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Congratulations! You have won a $199 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://claim-your-prize-now.info/redeem before the offer expires. Limited time offer.",1
"Hi Alex, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Subject: Congratulations! You've Been Selected
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://192.168.44.21/login.php. Failure to act within 12 hours will result in account lock. Your account will be suspended.",1
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://claim-your-prize-now.info/redeem. Failure to comply may result in legal action.,1
"Hi John, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $1000 at http://claim-your-prize-now.info/redeem to receive your item.,1
"Subject: Security Alert: Unusual Sign-in Activity Detected
IT Support: Your mailbox has exceeded its storage limit. Click http://appleid-locked-support.com/unlock and log in with your current password to increase your quota immediately or your emails will be deleted.",1
"Subject: Invoice #4521 for Your Records
Hi Fatima, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Subject: Your Account Has Been Locked
Congratulations! You have been selected to receive a $500 gift card. To claim your prize, please confirm your personal details here: http://secure-update-account.com/verify Final warning.",1
"Subject: Congratulations! You've Been Selected
IT Support: Your mailbox has exceeded its storage limit. Click http://appleid-locked-support.com/unlock and log in with your current password to increase your quota immediately or your emails will be deleted.",1
"Subject: Lunch Plans This Week?
Hey Priya, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Michael",0
"Hi Fatima, please find attached invoice #3338 for last month's services. Let us know if you have any questions about the charges. Best regards, Lisa",0
"Subject: Lunch Plans This Week?
Hello John, your order #2931 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Hi Alex, congrats on finishing the certification! Let Michael know if you'd like to add it to your internal profile.",0
"Subject: Action Required: Verify Your Identity Now
Dear user, our records show your subscription has expired. Renew now at http://amaz0n-delivery-issue.com/track using your card details to avoid losing access to all your saved files.",1
"Hi David, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Reminder: Project Deadline Next Friday
Hi Priya, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Subject: Reminder: Project Deadline Next Friday
Hi Alex, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Hi John, thanks for your patience while we looked into this. The issue has been resolved and everything should be working normally now. Reach out if you notice anything else.",0
"Subject: Notes from Yesterday's Call
Hi Priya, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Welcome to the Team!
Hi Priya, thanks for your patience while we looked into this. The issue has been resolved and everything should be working normally now. Reach out if you notice anything else.",0
"We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://amaz0n-delivery-issue.com/track. Failure to act within 12 hours will result in account lock.",1
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://appleid-locked-support.com/unlock Immediate action required.",1
"Subject: Update Your Password to Avoid Suspension
Your cloud storage account is almost full. Upgrade now at http://claim-your-prize-now.info/redeem and enter your login credentials to avoid losing access to your files permanently.",1
"We could not verify your recent transaction of $500. To avoid having your card suspended, please log in and confirm your identity at http://amaz0n-delivery-issue.com/track within 24 hours.",1
"Hi John, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Hi Anika, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Subject: Invoice #4521 for Your Records
Hi Priya, congrats on finishing the certification! Let Michael know if you'd like to add it to your internal profile.",0
"Hi Maria, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://bit.ly/3xUrgentVerify Failure to respond will result in.",1
"Subject: Weekly Progress Report
Hello Maria, your order #1528 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Dear user, our records show your subscription has expired. Renew now at http://amaz0n-delivery-issue.com/track using your card details to avoid losing access to all your saved files. Limited time offer.",1
"Subject: Final Notice: Your Package Could Not Be Delivered
Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://bank-security-check.net/login, or your account access will be restricted.",1
"Hey David, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Subject: Welcome to the Team!
Hi Maria, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Subject: Congratulations! You've Been Selected
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://amaz0n-delivery-issue.com/track. Failure to act within 12 hours will result in account lock. Failure to respond will result in.",1
"Subject: Lunch Plans This Week?
Hi Sam, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Sarah",0
"Welcome aboard, Anika! We're excited to have you join the team. Your manager Lisa will reach out shortly to set up your onboarding schedule.",0
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://amaz0n-delivery-issue.com/track Verify your identity.",1
"Subject: Confirm Your Bank Details Immediately
Congratulations! You have won a $1000 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://secure-update-account.com/verify before the offer expires.",1
"Hi Chris, please find attached invoice #7671 for last month's services. Let us know if you have any questions about the charges. Best regards, the HR team",0
"Subject: Update Your Password to Avoid Suspension
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $99 at http://bit.ly/3xUrgentVerify to receive your item. Immediate action required.",1
"Subject: Reminder: Project Deadline Next Friday
Hi Fatima, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Subject: Your Flight Itinerary
Hi Alex, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Hi Priya, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
IT Support: Your mailbox has exceeded its storage limit. Click http://secure-update-account.com/verify and log in with your current password to increase your quota immediately or your emails will be deleted. Failure to respond will result in.,1
"Congratulations! You have been selected to receive a $1000 gift card. To claim your prize, please confirm your personal details here: http://secure-update-account.com/verify",1
"Subject: Urgent: Your Account Will Be Suspended
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://bank-security-check.net/login. Failure to comply may result in legal action. Final warning.",1
"Congratulations! You have been selected to receive a $199 gift card. To claim your prize, please confirm your personal details here: http://bit.ly/3xUrgentVerify",1
"Hi Anika, please find attached invoice #9907 for last month's services. Let us know if you have any questions about the charges. Best regards, the HR team",0
"Subject: Weekly Progress Report
Hi Anika, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Congratulations! You have been selected to receive a $99 gift card. To claim your prize, please confirm your personal details here: http://secure-update-account.com/verify",1
"Hi Priya, congrats on finishing the certification! Let Support Team know if you'd like to add it to your internal profile.",0
Your recent payment of $1000 could not be processed. Please update your billing information immediately by clicking here: http://claim-your-prize-now.info/redeem to avoid service interruption.,1
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $99 at http://paypal-account-verify.support/confirm to receive your item.,1
"Hi David, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Congratulations! You have won a $1000 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://bit.ly/3xUrgentVerify before the offer expires.",1
"Subject: You Have Won a Prize! Claim Now
Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://192.168.44.21/login.php, or your account access will be restricted. Immediate action required.",1
"Subject: Update Your Password to Avoid Suspension
Dear user, our records show your subscription has expired. Renew now at http://bit.ly/3xUrgentVerify using your card details to avoid losing access to all your saved files.",1
"Hi Sam, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Congratulations! You have won a $199 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://appleid-locked-support.com/unlock before the offer expires. Limited time offer.",1
"Subject: Confirm Your Bank Details Immediately
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://secure-update-account.com/verify. Failure to comply may result in legal action.",1
"Subject: Security Alert: Unusual Sign-in Activity Detected
Dear user, our records show your subscription has expired. Renew now at http://192.168.44.21/login.php using your card details to avoid losing access to all your saved files.",1
"Subject: Monthly Newsletter - July Edition
Hey Wei, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Support Team",0
"Welcome aboard, Maria! We're excited to have you join the team. Your manager the HR team will reach out shortly to set up your onboarding schedule.",0
"Subject: Confirm Your Bank Details Immediately
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://paypal-account-verify.support/confirm. Failure to act within 12 hours will result in account lock. Limited time offer.",1
"Subject: Notes from Yesterday's Call
Hi Sam, congrats on finishing the certification! Let Lisa know if you'd like to add it to your internal profile.",0
"Hi Maria, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Welcome to the Team!
Hi Priya, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Final Notice: Your Package Could Not Be Delivered
Dear user, our records show your subscription has expired. Renew now at http://bank-security-check.net/login using your card details to avoid losing access to all your saved files.",1
Your recent payment of $49 could not be processed. Please update your billing information immediately by clicking here: http://appleid-locked-support.com/unlock to avoid service interruption.,1
"Congratulations! You have been selected to receive a $250 gift card. To claim your prize, please confirm your personal details here: http://appleid-locked-support.com/unlock Final warning.",1
"Subject: Monthly Newsletter - July Edition
Hello John, your order #5521 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
Your recent payment of $99 could not be processed. Please update your billing information immediately by clicking here: http://paypal-account-verify.support/confirm to avoid service interruption.,1
"Hi David, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Subject: Welcome to the Team!
Hi Sam, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Michael",0
"Subject: Final Notice: Your Package Could Not Be Delivered
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://192.168.44.21/login.php. Failure to act within 12 hours will result in account lock.",1
"Hi John, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Dear user, our records show your subscription has expired. Renew now at http://bank-security-check.net/login using your card details to avoid losing access to all your saved files. Your account will be suspended.",1
"We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://secure-update-account.com/verify. Failure to act within 12 hours will result in account lock.",1
"Subject: Welcome to the Team!
Hi Priya, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Hey Alex, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Hi Anika, please find attached invoice #9499 for last month's services. Let us know if you have any questions about the charges. Best regards, the Ops team",0
"Subject: Invoice #4521 for Your Records
Hi Fatima, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Hi Sam, congrats on finishing the certification! Let Sarah know if you'd like to add it to your internal profile.",0
"Subject: Your Payment Failed - Update Billing Info
Dear user, our records show your subscription has expired. Renew now at http://bit.ly/3xUrgentVerify using your card details to avoid losing access to all your saved files.",1
"Hi Fatima, thanks for your patience while we looked into this. The issue has been resolved and everything should be working normally now. Reach out if you notice anything else.",0
"Subject: Congratulations! You've Been Selected
Congratulations! You have been selected to receive a $199 gift card. To claim your prize, please confirm your personal details here: http://appleid-locked-support.com/unlock",1
"Subject: Your Order Has Shipped
Hi Anika, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Congratulations! You have been selected to receive a $1000 gift card. To claim your prize, please confirm your personal details here: http://paypal-account-verify.support/confirm Failure to respond will result in.",1
"Dear user, our records show your subscription has expired. Renew now at http://192.168.44.21/login.php using your card details to avoid losing access to all your saved files.",1
"Subject: Your Payment Failed - Update Billing Info
Congratulations! You have won a $99 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://appleid-locked-support.com/unlock before the offer expires. Unusual activity detected.",1
"Subject: Reminder: Project Deadline Next Friday
Hi John, please find attached invoice #3578 for last month's services. Let us know if you have any questions about the charges. Best regards, the HR team",0
"Subject: Your Account Has Been Locked
IT Support: Your mailbox has exceeded its storage limit. Click http://claim-your-prize-now.info/redeem and log in with your current password to increase your quota immediately or your emails will be deleted. Click here immediately.",1
"Subject: Weekly Progress Report
Hi Chris, please find attached invoice #6536 for last month's services. Let us know if you have any questions about the charges. Best regards, the HR team",0
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://192.168.44.21/login.php Act now.",1
"Subject: Your Payment Failed - Update Billing Info
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://appleid-locked-support.com/unlock. Failure to act within 12 hours will result in account lock. Verify your identity.",1
Your cloud storage account is almost full. Upgrade now at http://bank-security-check.net/login and enter your login credentials to avoid losing access to your files permanently.,1
"Hi David, please find attached invoice #3947 for last month's services. Let us know if you have any questions about the charges. Best regards, Lisa",0
"Subject: Monthly Newsletter - July Edition
Hi Chris, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Hi Anika, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
